,index,Job Title,Salary Estimate,Rating,Company Name,Location,Size,Industry,Sector,Revenue,Lower Salary,Upper Salary,Avg Salary(K),Job Location,Age
624,795,Senior Research Analytical Scientist-Non-Targeted Analysis,$43K-$88K (Glassdoor est.),4.3,"RTI International
4.3","Durham, NC",1001 - 5000 ,Research & Development,Business Services,$500 million to $1 billion (USD),43,88,65.5,NC,63
625,797,Data Scientist,$61K-$109K (Glassdoor est.),3.8,"DICK'S Sporting Goods - Corporate
3.8","Coraopolis, PA",10000+ ,Sporting Goods Stores,Retail,$5 to $10 billion (USD),61,109,85.0,PA,73
626,799,Principal Data Scientist,$113K-$182K (Glassdoor est.),3.9,"AstraZeneca
3.9","Gaithersburg, MD",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),113,182,147.5,MD,108
627,802,Director Data Science,$124K-$199K (Glassdoor est.),3.6,"TRANZACT
3.6","Fort Lee, NJ",1001 - 5000 ,Advertising & Marketing,Business Services,Unknown / Non-Applicable,124,199,161.5,NJ,32
628,803,Data Engineer,$58K-$104K (Glassdoor est.),3.7,"Carilion Clinic
3.7","Roanoke, VA",10000+ ,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),58,104,81.0,VA,122
629,804,Sr Data Analyst - IT,$52K-$93K (Glassdoor est.),2.1,"United BioSource
2.1","Blue Bell, PA",1001 - 5000 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),52,93,72.5,PA,18
630,806,Senior Data Engineer,$97K-$181K (Glassdoor est.),3.9,"Figure Eight
3.9","San Francisco, CA",51 - 200 ,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),97,181,139.0,CA,13
631,807,Senior Data Engineer,$100K-$173K (Glassdoor est.),3.9,"Tapjoy
3.9","San Francisco, CA",201 - 500 ,Internet,Information Technology,$10 to $25 million (USD),100,173,136.5,CA,14
632,808,Sr. Data Analyst,$58K-$108K (Glassdoor est.),3.2,"DoubleVerify
3.2","New York, NY",201 - 500 ,Internet,Information Technology,Unknown / Non-Applicable,58,108,83.0,NY,13
633,809,Research Scientist or Senior Research Scientist - Computer Vision,$81K-$161K (Glassdoor est.),4.6,"Mitsubishi Electric Research Labs
4.6","Cambridge, MA",51 - 200 ,Research & Development,Business Services,$5 to $10 million (USD),81,161,121.0,MA,30
634,810,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,$53K-$96K (Glassdoor est.),3.8,"Fareportal
3.8","New York, NY",1001 - 5000 ,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),53,96,74.5,NY,19
635,811,Data Analyst Chemist - Quality System Contractor,$61K-$110K (Glassdoor est.),2.2,"Rodan and Fields, LLC
2.2","San Francisco, CA",501 - 1000 ,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,61,110,85.5,CA,19
636,812,Senior Scientist - Biostatistician,$65K-$96K (Glassdoor est.),3.1,"Reynolds American
3.1","Winston-Salem, NC",5001 - 10000 ,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),65,96,80.5,NC,146
637,815,Research Scientist / Principal Research Scientist - Multiphysical Systems,$115K-$220K (Glassdoor est.),4.6,"Mitsubishi Electric Research Labs
4.6","Cambridge, MA",51 - 200 ,Research & Development,Business Services,$5 to $10 million (USD),115,220,167.5,MA,30
638,816,"Research Scientist, Machine Learning Department",$71K-$144K (Glassdoor est.),2.6,"Software Engineering Institute
2.6","Pittsburgh, PA",501 - 1000 ,Colleges & Universities,Education,Unknown / Non-Applicable,71,144,107.5,PA,37
639,817,Foundational Community Supports Data Analyst,$32K-$57K (Glassdoor est.),3.4,"DESC
3.4","Seattle, WA",501 - 1000 ,Social Assistance,Non-Profit,$25 to $50 million (USD),32,57,44.5,WA,42
640,818,"Senior Health Data Analyst, Star Ratings",$79K-$136K (Glassdoor est.),3.3,"Johns Hopkins Health Care
3.3","Glen Burnie, MD",1001 - 5000 ,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),79,136,107.5,MD,132
641,819,"Principal Research Scientist/Team Lead, Medicinal Chemistry - Oncology",Employer Provided Salary:$120K-$145K,-1.0,Kronos Bio,"Cambridge, MA",unknown,-1,-1,Unknown / Non-Applicable,120,145,132.5,MA,-1
642,820,Sr. Data Analyst,$50K-$89K (Glassdoor est.),3.7,"Community Behavioral Health
3.7","Philadelphia, PA",201 - 500 ,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),50,89,69.5,PA,27
643,821,"Senior Engineer, Data Management Engineering",$68K-$129K (Glassdoor est.),3.5,"Western Digital
3.5","Milpitas, CA",10000+ ,Computer Hardware & Software,Information Technology,$10+ billion (USD),68,129,98.5,CA,51
644,822,Quality Control Scientist III- Analytical Development,$48K-$113K (Glassdoor est.),2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD",201 - 500 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),48,113,80.5,MD,60
645,823,"Clinical Scientist, Clinical Development",$27-$47 Per Hour(Glassdoor est.),3.8,"FORMA THERAPEUTICS
3.8","Watertown, MA",51 - 200 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),56,97,76.5,MA,13
646,824,Software Engineer Staff Scientist: Human Language Technologies,$74K-$124K (Glassdoor est.),3.7,"Raytheon
3.7","Cambridge, MD",10000+ ,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),74,124,99.0,MD,99
647,825,"Manager, Safety Scientist, Medical Safety & Risk Management",$68K-$125K (Glassdoor est.),3.8,"Agios Pharmaceuticals
3.8","Cambridge, MA",501 - 1000 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),68,125,96.5,MA,13
648,826,"Assistant Director/Director, Office of Data Science",$39K-$67K (Glassdoor est.),3.3,"Liberty Mutual Insurance
3.3","Boston, MA",10000+ ,Insurance Carriers,Insurance,$10+ billion (USD),39,67,53.0,MA,109
649,827,Sr. Data Engineer | Big Data SaaS Pipeline,$71K-$135K (Glassdoor est.),2.7,"Bridg
2.7","Los Angeles, CA",1 - 50 ,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,71,135,103.0,CA,10
650,828,Senior Risk Data Scientist,$107K-$172K (Glassdoor est.),3.8,"Bill.com
3.8","Palo Alto, CA",501 - 1000 ,Financial Transaction Processing,Finance,$50 to $100 million (USD),107,172,139.5,CA,15
651,829,Data Scientist in Artificial Intelligence Early Career,$49K-$85K (Glassdoor est.),3.8,"Pacific Northwest National Laboratory
3.8","Richland, WA",1001 - 5000 ,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),49,85,67.0,WA,56
652,830,Consultant - Analytics Consulting,$54K-$71K (Glassdoor est.),3.0,"Infosys
3.0","Hartford, CT",10000+ ,IT Services,Information Technology,$10+ billion (USD),54,71,62.5,CT,40
653,831,Scientist - CVRM Metabolism - in vivo pharmacology,$61K-$123K (Glassdoor est.),3.9,"AstraZeneca
3.9","Gaithersburg, MD",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),61,123,92.0,MD,108
654,832,Data Analyst,$47K-$85K (Glassdoor est.),3.6,"AXION Healthcare Solutions
3.6","New York, NY",1 - 50 ,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),47,85,66.0,NY,41
655,836,Data Engineer,$65K-$124K (Glassdoor est.),3.5,"Alignment Healthcare
3.5","Orange, CA",501 - 1000 ,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,65,124,94.5,CA,8
656,837,Data Scientist,$87K-$141K (Glassdoor est.),3.6,"TRANZACT
3.6","Fort Lee, NJ",1001 - 5000 ,Advertising & Marketing,Business Services,Unknown / Non-Applicable,87,141,114.0,NJ,32
657,838,Data Scientist,$56K-$95K (Glassdoor est.),4.2,"ExecOnline
4.2","New York, NY",51 - 200 ,Education Training Services,Education,Unknown / Non-Applicable,56,95,75.5,NY,9
658,839,Data Scientist,$71K-$121K (Glassdoor est.),3.5,"Charter Spectrum
3.5","Maryland Heights, MO",1 - 50 ,K-12 Education,Education,$5 to $10 million (USD),71,121,96.0,MO,-1
659,840,Machine Learning Engineer,$62K-$112K (Glassdoor est.),4.0,"Mteq
4.0","Fort Belvoir, VA",501 - 1000 ,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),62,112,87.0,VA,67
660,841,Data Scientist,$64K-$108K (Glassdoor est.),3.7,"Brillient
3.7","Silver Spring, MD",201 - 500 ,IT Services,Information Technology,$25 to $50 million (USD),64,108,86.0,MD,15
661,845,Senior Data Scientist,$89K-$144K (Glassdoor est.),4.4,"Entefy
4.4","Palo Alto, CA",1 - 50 ,Internet,Information Technology,Unknown / Non-Applicable,89,144,116.5,CA,9
662,848,Senior Scientist (Neuroscience),$109K-$200K (Glassdoor est.),3.5,"Sunovion
3.5","Marlborough, MA",1001 - 5000 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),109,200,154.5,MA,11
663,851,Marketing Data Analyst,$35K-$62K (Glassdoor est.),3.6,"San Manuel Casino
3.6","Highland, CA",1001 - 5000 ,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),35,62,48.5,CA,35
664,852,Machine Learning Engineer - Regulatory,$61K-$113K (Glassdoor est.),3.7,"Cboe Global Markets
3.7","Lenexa, KS",501 - 1000 ,Stock Exchanges,Finance,$500 million to $1 billion (USD),61,113,87.0,KS,48
665,853,Data Engineer,$55K-$105K (Glassdoor est.),3.4,"Trace3
3.4","Houston, TX",501 - 1000 ,IT Services,Information Technology,$1 to $2 billion (USD),55,105,80.0,TX,19
666,854,Medical Laboratory Scientist,$18-$25 Per Hour(Glassdoor est.),4.0,"Texas Health Huguley Hospital
4.0","Burleson, TX",1001 - 5000 ,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),37,52,44.5,TX,44
667,855,Principal Data Scientist,$135K-$211K (Glassdoor est.),3.7,"Northrop Grumman
3.7","San Jose, CA",10000+ ,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),135,211,173.0,CA,82
668,856,R&D Specialist/ Food Scientist,$39K-$66K (Glassdoor est.),2.4,"Teasdale Latin Foods
2.4","Hoopeston, IL",501 - 1000 ,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),39,66,52.5,IL,-1
669,857,Data Engineer,$57K-$80K (Glassdoor est.),3.5,"Saama Technologies Inc
3.5","Phoenix, AZ",501 - 1000 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,57,80,68.5,AZ,24
670,858,"Associate Principal Scientist, Pharmacogenomics",$63K-$127K (Glassdoor est.),3.9,"AstraZeneca
3.9","Gaithersburg, MD",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),63,127,95.0,MD,108
671,859,Data Scientist - Systems Engineering,$50K-$89K (Glassdoor est.),3.2,"MITRE
3.2","Bedford, MA",5001 - 10000 ,Federal Agencies,Government,$1 to $2 billion (USD),50,89,69.5,MA,63
672,860,Senior Data Scientist,$82K-$132K (Glassdoor est.),4.4,"The David J. Joseph Company
4.4","Cincinnati, OH",201 - 500 ,Metals Brokers,Mining & Metals,Unknown / Non-Applicable,82,132,107.0,OH,136
673,861,Data Scientist SR,$85K-$139K (Glassdoor est.),3.9,"The Buffalo Group
3.9","Charlottesville, VA",501 - 1000 ,IT Services,Information Technology,$100 to $500 million (USD),85,139,112.0,VA,11
674,863,Data Scientist,$72K-$121K (Glassdoor est.),3.4,"CompQsoft
3.4","Washington, DC",51 - 200 ,Consulting,Business Services,$10 to $25 million (USD),72,121,96.5,DC,24
675,864,"Scientist, Bacteriology",$74K-$149K (Glassdoor est.),2.1,"Cerus Corporation
2.1","Concord, CA",201 - 500 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),74,149,111.5,CA,-1
676,866,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",$113K-$196K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Cambridge, MA",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),113,196,154.5,MA,240
677,867,Data Scientist,$69K-$121K (Glassdoor est.),3.4,"Remedy BPCI Partners, LLC.
3.4","New York, NY",201 - 500 ,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,69,121,95.0,NY,10
678,868,Data Scientist,$71K-$124K (Glassdoor est.),4.0,"Strategic Financial Solutions
4.0","New York, NY",501 - 1000 ,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,71,124,97.5,NY,14
679,869,Senior Data Scientist,$97K-$160K (Glassdoor est.),4.4,"Maven Wave Partners
4.4","Chicago, IL",201 - 500 ,Consulting,Business Services,$50 to $100 million (USD),97,160,128.5,IL,13
680,870,Senior Research Scientist-Machine Learning,$81K-$167K (Glassdoor est.),2.6,"Software Engineering Institute
2.6","Pittsburgh, PA",501 - 1000 ,Colleges & Universities,Education,Unknown / Non-Applicable,81,167,124.0,PA,37
681,871,Principal Data Scientist,$150K-$238K (Glassdoor est.),3.2,"The Climate Corporation
3.2","San Francisco, CA",501 - 1000 ,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,150,238,194.0,CA,15
682,875,Clinical Laboratory Scientist,$24-$39 Per Hour(Glassdoor est.),3.7,"Vail Health
3.7","Vail, CO",501 - 1000 ,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),49,81,65.0,CO,55
683,877,"Data Analyst 1, full-time contract worker for up to 12 months",$35K-$65K (Glassdoor est.),4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Salt Lake City, UT",10000+ ,Religious Organizations,Non-Profit,Unknown / Non-Applicable,35,65,50.0,UT,-1
684,878,Data Scientist,$77K-$132K (Glassdoor est.),3.5,"Crossix Solutions
3.5","New York, NY",201 - 500 ,Advertising & Marketing,Business Services,Unknown / Non-Applicable,77,132,104.5,NY,16
685,879,Data Scientist,$51K-$88K (Glassdoor est.),4.3,"Solugenix Corporation
4.3","Phoenix, AZ",201 - 500 ,IT Services,Information Technology,$50 to $100 million (USD),51,88,69.5,AZ,52
686,880,Data Scientist,$101K-$141K (Glassdoor est.),2.6,"West Coast University
2.6","Irvine, CA",10000+ ,Colleges & Universities,Education,Unknown / Non-Applicable,101,141,121.0,CA,24
687,881,Data Engineer - Consultant (Charlotte Based),$59K-$112K (Glassdoor est.),4.2,"Clarity Insights
4.2","Charlotte, NC",201 - 500 ,IT Services,Information Technology,Unknown / Non-Applicable,59,112,85.5,NC,13
688,883,Data Engineer,$79K-$147K (Glassdoor est.),3.1,"NCSOFT
3.1","Aliso Viejo, CA",1001 - 5000 ,Video Games,Media,$10+ billion (USD),79,147,113.0,CA,24
689,884,Data Scientist (Warehouse Automation),$79K-$127K (Glassdoor est.),3.8,"SoftBank Robotics
3.8","San Francisco, CA",201 - 500 ,Consumer Products Manufacturing,Manufacturing,$25 to $50 million (USD),79,127,103.0,CA,16
690,886,"Scientist, Immuno-Oncology",$62K-$119K (Glassdoor est.),3.9,"GSK
3.9","Cambridge, MA",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),62,119,90.5,MA,191
691,887,Senior Data Scientist,$119K-$187K (Glassdoor est.),4.3,"Factual
4.3","Los Angeles, CA",51 - 200 ,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,119,187,153.0,CA,13
692,892,Jr. Data Scientist,$81K-$132K (Glassdoor est.),3.2,"MITRE
3.2","McLean, VA",5001 - 10000 ,Federal Agencies,Government,$1 to $2 billion (USD),81,132,106.5,VA,63
693,893,Senior Data Scientist,Employer Provided Salary:$120K-$140K,5.0,"SkySync
5.0","Ann Arbor, MI",51 - 200 ,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,120,140,130.0,MI,10
694,895,Products Data Analyst II,$90K-$157K (Glassdoor est.),3.3,"TriNet
3.3","Dublin, CA",1001 - 5000 ,Consulting,Business Services,$2 to $5 billion (USD),90,157,123.5,CA,33
695,896,Data Architect / Data Modeler,$63K-$110K (Glassdoor est.),4.3,"Medidata Solutions
4.3","New York, NY",1001 - 5000 ,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),63,110,86.5,NY,22
696,897,Analytics Manager - Data Mart,$42K-$86K (Glassdoor est.),3.5,"Central California Alliance for Health
3.5","Scotts Valley, CA",501 - 1000 ,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),42,86,64.0,CA,25
697,898,Lead Data Analyst,$32K-$62K (Glassdoor est.),3.9,"Signpost
3.9","New York, NY",201 - 500 ,Internet,Information Technology,$10 to $25 million (USD),32,62,47.0,NY,11
698,899,Data Science Engineer - Mobile,$116K-$208K (Glassdoor est.),4.0,"Adobe
4.0","San Jose, CA",10000+ ,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),116,208,162.0,CA,39
699,900,Senior Data Scientist Oncology,$107K-$173K (Glassdoor est.),3.9,"AstraZeneca
3.9","Gaithersburg, MD",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),107,173,140.0,MD,108
700,901,Data Scientist,$65K-$113K (Glassdoor est.),3.4,"DatamanUSA, LLC
3.4","Olympia, WA",51 - 200 ,IT Services,Information Technology,$5 to $10 million (USD),65,113,89.0,WA,-1
701,902,Sr. Data Engineer - Contract-to-Hire (Java),$69K-$127K (Glassdoor est.),3.0,"Pilot Flying J Travel Centers LLC
3.0","Knoxville, TN",10000+ ,Gas Stations,Retail,$10+ billion (USD),69,127,98.0,TN,63
702,904,Senior Data Scientist - R&D Oncology,$102K-$172K (Glassdoor est.),3.9,"AstraZeneca
3.9","New York, NY",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),102,172,137.0,NY,108
703,907,Data Engineer,$74K-$124K (Glassdoor est.),4.0,"Pinnacol Assurance
4.0","Denver, CO",501 - 1000 ,Insurance Carriers,Insurance,$500 million to $1 billion (USD),74,124,99.0,CO,106
704,909,Food Scientist - Developer,$40K-$68K (Glassdoor est.),3.3,"Palermo's Pizza
3.3","Milwaukee, WI",501 - 1000 ,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,40,68,54.0,WI,57
705,910,Senior Data Engineer,$76K-$142K (Glassdoor est.),3.2,"Equian LLC
3.2","Franklin, TN",1001 - 5000 ,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,76,142,109.0,TN,17
706,911,Data Engineer,$76K-$142K (Glassdoor est.),3.4,"MetroStar Systems
3.4","Rockville, MD",201 - 500 ,IT Services,Information Technology,$25 to $50 million (USD),76,142,109.0,MD,22
707,912,Senior Data Scientist,$108K-$171K (Glassdoor est.),4.4,"MathWorks
4.4","Natick, MA",1001 - 5000 ,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),108,171,139.5,MA,37
708,913,"Director II, Data Science - GRM Actuarial",$202K-$306K (Glassdoor est.),3.3,"Liberty Mutual Insurance
3.3","Chicago, IL",10000+ ,Insurance Carriers,Insurance,$10+ billion (USD),202,306,254.0,IL,109
709,914,Machine Learning Engineer,$91K-$159K (Glassdoor est.),3.2,"Information Builders
3.2","New York, NY",1001 - 5000 ,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,91,159,125.0,NY,46
710,916,"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",$80K-$133K (Glassdoor est.),3.8,"Novartis
3.8","Cambridge, MA",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),80,133,106.5,MA,25
711,919,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,$21-$34 Per Hour(Glassdoor est.),3.6,"Beebe Healthcare
3.6","Millville, DE",1001 - 5000 ,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),43,70,56.5,DE,86
712,920,"Scientist, Molecular/Cellular Biologist",$49K-$97K (Glassdoor est.),2.9,"Audentes Therapeutics
2.9","South San Francisco, CA",201 - 500 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,49,97,73.0,CA,9
713,921,Staff Scientist-Downstream Process Development,$49K-$113K (Glassdoor est.),2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD",201 - 500 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),49,113,81.0,MD,60
714,924,Data Scientist,$96K-$161K (Glassdoor est.),3.2,"Numeric, LLC
3.2","Philadelphia, PA",1 - 50 ,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),96,161,128.5,PA,-1
715,926,Scientist - Analytical Services,$65K-$134K (Glassdoor est.),3.1,"Reynolds American
3.1","Winston-Salem, NC",5001 - 10000 ,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),65,134,99.5,NC,146
716,928,"Associate Scientist / Sr. Associate Scientist, Antibody Discovery",$59K-$125K (Glassdoor est.),4.0,"23andMe
4.0","South San Francisco, CA",501 - 1000 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,59,125,92.0,CA,15
717,929,Associate Data Analyst- Graduate Development Program,$32K-$59K (Glassdoor est.),3.3,"National Interstate
3.3","Richfield, OH",501 - 1000 ,Insurance Carriers,Insurance,$500 million to $1 billion (USD),32,59,45.5,OH,32
718,930,Sr. Data Engineer,$87K-$158K (Glassdoor est.),4.5,"Moser Consulting
4.5","Indianapolis, IN",51 - 200 ,Consulting,Business Services,$25 to $50 million (USD),87,158,122.5,IN,25
719,931,Clinical Data Analyst,$27K-$48K (Glassdoor est.),3.0,"Greenway Health
3.0","Tampa, FL",1001 - 5000 ,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),27,48,37.5,FL,44
720,932,IT Associate Data Analyst,$39K-$69K (Glassdoor est.),3.7,"The Hanover Insurance Group
3.7","Worcester, MA",5001 - 10000 ,Insurance Carriers,Insurance,$5 to $10 billion (USD),39,69,54.0,MA,169
721,933,Business Data Analyst,$36K-$71K (Glassdoor est.),3.8,"Fareportal
3.8","New York, NY",1001 - 5000 ,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),36,71,53.5,NY,19
722,934,Senior Insurance Data Scientist,$107K-$173K (Glassdoor est.),3.9,"TransUnion
3.9","Chicago, IL",5001 - 10000 ,Financial Analytics & Research,Finance,$1 to $2 billion (USD),107,173,140.0,IL,53
723,935,Senior Data Science Systems Engineer,$56K-$99K (Glassdoor est.),3.2,"MITRE
3.2","Hampton, VA",5001 - 10000 ,Federal Agencies,Government,$1 to $2 billion (USD),56,99,77.5,VA,63
724,936,ENVIRONMENTAL ENGINEER/SCIENTIST,Employer Provided Salary:$25-$28 Per Hour,3.3,"Mcphail Associates
3.3","Cambridge, MA",1 - 50 ,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,52,58,55.0,MA,45
725,938,Senior Scientist - Regulatory Submissions,$80K-$155K (Glassdoor est.),3.1,"Reynolds American
3.1","Winston-Salem, NC",5001 - 10000 ,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),80,155,117.5,NC,146
726,939,Scientist - Biomarker and Flow Cytometry,$43K-$98K (Glassdoor est.),2.4,"Crown Bioscience
2.4","San Diego, CA",501 - 1000 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),43,98,70.5,CA,15
727,940,Revenue Analytics Manager,$45K-$78K (Glassdoor est.),4.8,"HOVER
4.8","San Francisco, CA",51 - 200 ,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),45,78,61.5,CA,10
728,941,Sr. Scientist Method Development,$50K-$110K (Glassdoor est.),2.9,"Q2 Solutions
2.9","Marietta, GA",1001 - 5000 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,50,110,80.0,GA,6
729,942,"Associate Scientist, LC/MS Biologics",$44K-$96K (Glassdoor est.),2.9,"Q2 Solutions
2.9","Ithaca, NY",1001 - 5000 ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,44,96,70.0,NY,6
730,943,"Research Scientist, Immunology - Cancer Biology",Employer Provided Salary:$100K-$140K,-1.0,Kronos Bio,"Cambridge, MA",unknown,-1,-1,Unknown / Non-Applicable,100,140,120.0,MA,-1
731,944,IT - Data Engineer II,$61K-$119K (Glassdoor est.),3.4,"Arbella Insurance
3.4","Quincy, MA",1001 - 5000 ,Insurance Carriers,Insurance,$100 to $500 million (USD),61,119,90.0,MA,33
732,945,Machine Learning Engineer (NLP),$80K-$142K (Glassdoor est.),4.1,"CK-12 Foundation
4.1","Palo Alto, CA",1 - 50 ,K-12 Education,Education,Unknown / Non-Applicable,80,142,111.0,CA,14
733,946,Senior Data Analyst,$99K-$178K (Glassdoor est.),3.9,"Life360
3.9","San Francisco, CA",51 - 200 ,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,99,178,138.5,CA,13
734,947,Data Science Project Manager,$37K-$100K (Glassdoor est.),3.6,"MassMutual
3.6","Boston, MA",5001 - 10000 ,Insurance Carriers,Insurance,$10+ billion (USD),37,100,68.5,MA,170
735,948,Data Engineer,$62K-$113K (Glassdoor est.),3.9,"Fivestars
3.9","San Francisco, CA",201 - 500 ,Internet,Information Technology,$100 to $500 million (USD),62,113,87.5,CA,10
736,949,"Principal, Data Science - Advanced Analytics",$86K-$137K (Glassdoor est.),3.6,"IQVIA
3.6","Plymouth Meeting, PA",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),86,137,111.5,PA,4
737,950,"Sr Scientist, Immuno-Oncology - Oncology",$58K-$111K (Glassdoor est.),3.9,"GSK
3.9","Cambridge, MA",10000+ ,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),58,111,84.5,MA,191
738,951,Senior Data Engineer,$72K-$133K (Glassdoor est.),4.4,"Eventbrite
4.4","Nashville, TN",1001 - 5000 ,Internet,Information Technology,$100 to $500 million (USD),72,133,102.5,TN,15
739,952,"Project Scientist - Auton Lab, Robotics Institute",$56K-$91K (Glassdoor est.),2.6,"Software Engineering Institute
2.6","Pittsburgh, PA",501 - 1000 ,Colleges & Universities,Education,Unknown / Non-Applicable,56,91,73.5,PA,37
740,953,Data Science Manager,$95K-$160K (Glassdoor est.),3.2,"Numeric, LLC
3.2","Allentown, PA",1 - 50 ,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),95,160,127.5,PA,-1
741,955,Research Scientist – Security and Privacy,$61K-$126K (Glassdoor est.),3.6,"Riverside Research Institute
3.6","Beavercreek, OH",501 - 1000 ,Federal Agencies,Government,$50 to $100 million (USD),61,126,93.5,OH,54
